Customer_ID,Age,Gender,Income,Total_Purchases,Total_Spend,Avg_Order_Value,Recency,Frequency,Location,Preferred_Category,Cluster,Segment
CUST0253,18.0,Male,59071.0,28,57735.44,2061.98,9,28,Gujarat,Sports,1,High-Value Customers
CUST0254,28.0,Female,132990.0,21,33484.71,1594.51,32,21,Maharashtra,Groceries,0,Occasional Customers
CUST0255,45.0,Male,89519.0,43,98036.13,2279.91,132,43,Karnataka,Beauty,1,High-Value Customers
CUST0256,42.0,Female,29503.0,18,20083.14,1115.73,50,18,Delhi,Fashion,0,Occasional Customers
CUST0257,40.0,Male,80703.0,36,96917.76,2692.16,82,36,Rajasthan,Groceries,1,High-Value Customers
CUST0258,48.0,Male,84379.0,35,15261.4,436.04,5,35,Rajasthan,Electronics,0,Occasional Customers
CUST0259,47.0,Male,115457.0,45,110705.85,2460.13,148,45,Rajasthan,Home,1,High-Value Customers
CUST0260,59.0,Male,77866.0,9,23505.21,2611.69,87,9,Gujarat,Fashion,0,Occasional Customers
CUST0261,52.0,Female,36905.0,38,94555.78,2488.31,126,38,Tamil Nadu,Beauty,1,High-Value Customers
CUST0262,24.0,Male,65838.0,30,49068.9,1635.63,75,30,Rajasthan,Sports,1,High-Value Customers
CUST0263,33.0,Female,145200.0,44,62809.12,1427.48,165,44,Karnataka,Sports,1,High-Value Customers
CUST0264,43.0,Male,78279.0,34,101644.02,2989.53,22,34,Rajasthan,Fashion,1,High-Value Customers
CUST0265,19.0,Female,109489.0,32,26933.76,841.68,68,32,Maharashtra,Beauty,1,High-Value Customers
CUST0266,18.0,Female,46806.0,3,5193.75,1731.25,44,3,Gujarat,Fashion,0,Occasional Customers
CUST0267,29.0,Female,65000.0,3,6233.67,2077.89,34,3,Maharashtra,Beauty,0,Occasional Customers
CUST0268,22.0,Male,42168.0,28,60548.04,2162.43,77,28,Maharashtra,Sports,1,High-Value Customers
CUST0269,54.0,Male,90119.0,44,33935.88,771.27,42,44,Maharashtra,Groceries,1,High-Value Customers
CUST0270,49.0,Male,58714.0,15,30467.7,2031.18,137,15,Delhi,Electronics,0,Occasional Customers
CUST0271,26.0,Female,74093.0,41,102148.63,2491.43,106,41,Delhi,Groceries,1,High-Value Customers
CUST0272,58.0,Male,75419.0,23,7821.15,340.05,95,23,Tamil Nadu,Electronics,0,Occasional Customers
CUST0273,52.0,Male,69145.0,40,110090.4,2752.26,135,40,Gujarat,Sports,1,High-Value Customers
CUST0274,36.0,Female,125432.0,11,3108.71,282.61,68,11,Karnataka,Groceries,0,Occasional Customers
CUST0275,33.0,Male,97425.0,48,57442.56,1196.72,147,48,Karnataka,Groceries,1,High-Value Customers
CUST0276,20.0,Female,112949.0,32,7816.96,244.28,159,32,Karnataka,Fashion,0,Occasional Customers
CUST0277,37.0,Male,97811.0,36,14976.36,416.01,128,36,Maharashtra,Home,1,High-Value Customers
CUST0278,41.0,Male,22461.0,33,90791.91,2751.27,163,33,Delhi,Sports,1,High-Value Customers
CUST0279,50.0,Female,34291.0,24,28646.64,1193.61,85,24,Gujarat,Beauty,0,Occasional Customers
CUST0280,41.0,Male,66804.0,39,54185.04,1389.36,159,39,Maharashtra,Sports,1,High-Value Customers
CUST0281,28.0,Female,96971.0,34,27300.64,802.96,83,34,Delhi,Beauty,1,High-Value Customers
CUST0282,25.0,Male,113471.0,28,52412.36,1871.87,95,28,Delhi,Beauty,1,High-Value Customers
CUST0283,53.0,Male,84946.0,37,69021.65,1865.45,32,37,Rajasthan,Electronics,1,High-Value Customers
CUST0284,55.0,Female,118989.0,7,8695.12,1242.16,66,7,Rajasthan,Beauty,0,Occasional Customers
CUST0285,57.0,Female,104080.0,4,4530.0,1132.5,116,4,Gujarat,Beauty,0,Occasional Customers
CUST0286,37.0,Female,141719.0,37,99082.3,2677.9,138,37,Gujarat,Fashion,1,High-Value Customers
CUST0287,52.0,Male,81332.0,1,1273.2,1273.2,130,1,Gujarat,Groceries,0,Occasional Customers
CUST0288,42.0,Female,97794.0,1,1581.8,1581.8,60,1,Maharashtra,Sports,0,Occasional Customers
CUST0289,52.0,Male,50841.0,47,46682.75,993.25,17,47,Tamil Nadu,Sports,1,High-Value Customers
CUST0290,42.0,Male,144447.0,20,48059.0,2402.95,96,20,Gujarat,Beauty,0,Occasional Customers
CUST0291,46.0,Female,140029.0,19,24944.15,1312.85,144,19,Rajasthan,Home,0,Occasional Customers
CUST0292,35.0,Male,68758.0,29,47505.19,1638.11,16,29,Tamil Nadu,Sports,1,High-Value Customers
CUST0293,63.0,Female,134726.0,10,9094.0,909.4,46,10,Maharashtra,Beauty,0,Occasional Customers
CUST0294,35.0,Male,96272.0,18,53378.1,2965.45,167,18,Tamil Nadu,Electronics,0,Occasional Customers
CUST0295,19.0,Male,57643.0,28,28453.32,1016.19,159,28,Karnataka,Electronics,0,Occasional Customers
CUST0296,52.0,Female,70408.0,35,82532.8,2358.08,107,35,Tamil Nadu,Electronics,1,High-Value Customers
CUST0297,33.0,Female,63950.0,43,60070.57,1396.99,88,43,Gujarat,Beauty,1,High-Value Customers
CUST0298,58.0,Female,76849.0,47,36538.27,777.41,129,47,Maharashtra,Fashion,1,High-Value Customers
CUST0299,53.0,Female,120500.0,31,75615.51,2439.21,139,31,Gujarat,Home,1,High-Value Customers
CUST0300,50.0,Female,48044.0,27,30620.7,1134.1,119,27,Rajasthan,Beauty,0,Occasional Customers
CUST0301,21.0,Female,125469.0,11,28847.94,2622.54,85,11,Karnataka,Fashion,0,Occasional Customers
CUST0302,50.0,Female,145588.0,49,135373.28,2762.72,4,49,Rajasthan,Fashion,1,High-Value Customers
CUST0303,31.0,Male,35997.0,49,127767.99,2607.51,71,49,Gujarat,Sports,1,High-Value Customers
CUST0304,38.0,Male,99751.0,38,11324.76,298.02,154,38,Gujarat,Beauty,1,High-Value Customers
CUST0305,37.0,Male,118605.0,5,12023.25,2404.65,111,5,Gujarat,Beauty,0,Occasional Customers
CUST0306,25.0,Female,43911.0,8,10814.0,1351.75,50,8,Delhi,Fashion,0,Occasional Customers
CUST0307,24.0,Female,75533.0,34,89978.28,2646.42,140,34,Karnataka,Fashion,1,High-Value Customers
CUST0308,20.0,Male,102566.0,48,95340.96,1986.27,95,48,Gujarat,Fashion,1,High-Value Customers
CUST0309,34.0,Female,114870.0,12,30410.4,2534.2,92,12,Gujarat,Sports,0,Occasional Customers
CUST0310,50.0,Female,34571.0,38,60739.58,1598.41,65,38,Rajasthan,Beauty,1,High-Value Customers
CUST0311,29.0,Male,128255.0,1,1698.07,1698.07,47,1,Rajasthan,Fashion,0,Occasional Customers
CUST0312,39.0,Female,149226.0,31,18732.99,604.29,106,31,Gujarat,Electronics,0,Occasional Customers
CUST0313,39.0,Female,114463.0,4,9580.64,2395.16,130,4,Maharashtra,Beauty,0,Occasional Customers
CUST0314,63.0,Male,77941.0,49,67340.21,1374.29,106,49,Delhi,Sports,1,High-Value Customers
CUST0315,47.0,Female,78005.0,45,72009.9,1600.22,24,45,Rajasthan,Electronics,1,High-Value Customers
CUST0316,55.0,Male,80574.0,50,119913.5,2398.27,4,50,Maharashtra,Groceries,1,High-Value Customers
CUST0317,55.0,Female,78712.0,5,9383.85,1876.77,108,5,Delhi,Beauty,0,Occasional Customers
CUST0318,62.0,Female,63541.0,30,22892.4,763.08,19,30,Gujarat,Groceries,0,Occasional Customers
CUST0319,42.0,Female,43387.0,24,44463.6,1852.65,154,24,Karnataka,Fashion,0,Occasional Customers
CUST0320,44.0,Male,113980.0,3,4024.11,1341.37,40,3,Tamil Nadu,Sports,0,Occasional Customers
CUST0321,44.0,Female,68908.0,11,16661.37,1514.67,50,11,Tamil Nadu,Fashion,0,Occasional Customers
CUST0322,51.0,Female,105457.0,45,12567.15,279.27,171,45,Gujarat,Sports,1,High-Value Customers
CUST0323,38.0,Male,33057.0,4,3152.32,788.08,75,4,Rajasthan,Home,0,Occasional Customers
CUST0324,47.0,Female,84028.0,26,25659.66,986.91,12,26,Maharashtra,Fashion,0,Occasional Customers
CUST0325,50.0,Male,130804.0,27,59299.83,2196.29,27,27,Karnataka,Groceries,1,High-Value Customers
CUST0326,45.0,Female,139246.0,46,10680.28,232.18,113,46,Delhi,Sports,1,High-Value Customers
CUST0327,64.0,Male,75731.0,43,57816.94,1344.58,49,43,Gujarat,Fashion,1,High-Value Customers
CUST0328,50.0,Male,44858.0,27,75256.56,2787.28,144,27,Karnataka,Beauty,1,High-Value Customers
CUST0329,22.0,Male,68689.0,42,21557.34,513.27,130,42,Karnataka,Sports,1,High-Value Customers
CUST0330,36.0,Female,64638.0,50,82299.5,1645.99,60,50,Rajasthan,Sports,1,High-Value Customers
CUST0331,21.0,Male,111598.0,6,14413.56,2402.26,30,6,Delhi,Fashion,0,Occasional Customers
CUST0332,52.0,Female,122386.0,15,42586.35,2839.09,84,15,Karnataka,Home,0,Occasional Customers
CUST0333,34.0,Male,66486.0,30,68729.1,2290.97,166,30,Rajasthan,Fashion,1,High-Value Customers
CUST0334,61.0,Male,40567.0,42,93138.36,2217.58,28,42,Maharashtra,Groceries,1,High-Value Customers
CUST0335,45.0,Female,49739.0,37,93024.29,2514.17,25,37,Rajasthan,Groceries,1,High-Value Customers
CUST0336,47.0,Female,77804.0,37,53626.32,1449.36,96,37,Maharashtra,Sports,1,High-Value Customers
CUST0337,46.0,Male,128821.0,42,103167.12,2456.36,125,42,Maharashtra,Sports,1,High-Value Customers
CUST0338,63.0,Female,23754.0,37,8225.1,222.3,10,37,Karnataka,Fashion,0,Occasional Customers
CUST0339,23.0,Female,47044.0,35,97606.95,2788.77,42,35,Rajasthan,Groceries,1,High-Value Customers
CUST0340,52.0,Female,87260.0,23,33148.98,1441.26,40,23,Maharashtra,Groceries,0,Occasional Customers
CUST0341,58.0,Male,86912.0,6,10496.76,1749.46,77,6,Delhi,Home,0,Occasional Customers
CUST0342,54.0,Male,145623.0,4,3654.68,913.67,105,4,Karnataka,Beauty,0,Occasional Customers
CUST0343,41.0,Female,28706.0,18,41023.62,2279.09,118,18,Rajasthan,Home,0,Occasional Customers
CUST0344,46.0,Male,28894.0,9,3731.22,414.58,42,9,Rajasthan,Electronics,0,Occasional Customers
CUST0345,63.0,Female,80574.0,49,129525.62,2643.38,47,49,Tamil Nadu,Home,1,High-Value Customers
CUST0346,48.0,Female,103986.0,29,73043.17,2518.73,165,29,Rajasthan,Fashion,1,High-Value Customers
CUST0347,52.0,Female,101942.0,13,10464.61,804.97,22,13,Karnataka,Beauty,0,Occasional Customers
CUST0348,50.0,Female,71612.0,47,115907.17,2466.11,107,47,Delhi,Fashion,1,High-Value Customers
CUST0349,38.0,Female,49725.0,17,40830.6,2401.8,27,17,Rajasthan,Electronics,0,Occasional Customers
CUST0350,49.0,Male,25926.0,45,88659.45,1970.21,41,45,Tamil Nadu,Beauty,1,High-Value Customers
CUST0351,40.0,Female,124555.0,32,39867.52,1245.86,80,32,Karnataka,Sports,1,High-Value Customers
CUST0352,50.0,Male,29496.0,48,46089.6,960.2,162,48,Maharashtra,Groceries,1,High-Value Customers
CUST0353,20.0,Male,76447.0,22,18677.78,848.99,160,22,Gujarat,Home,0,Occasional Customers
CUST0354,35.0,Female,121604.0,4,4368.44,1092.11,89,4,Gujarat,Fashion,0,Occasional Customers
CUST0355,42.0,Female,49806.0,5,13649.8,2729.96,66,5,Maharashtra,Electronics,0,Occasional Customers
CUST0356,59.0,Female,108199.0,37,15443.43,417.39,12,37,Rajasthan,Groceries,1,High-Value Customers
CUST0357,48.0,Female,61321.0,41,103354.44,2520.84,168,41,Gujarat,Home,1,High-Value Customers
CUST0358,20.0,Male,142041.0,49,57667.61,1176.89,73,49,Gujarat,Groceries,1,High-Value Customers
CUST0359,57.0,Male,122031.0,13,21586.24,1660.48,76,13,Maharashtra,Home,0,Occasional Customers
CUST0360,63.0,Female,85095.0,34,82435.04,2424.56,90,34,Rajasthan,Sports,1,High-Value Customers
CUST0361,41.0,Male,42656.0,45,120431.25,2676.25,10,45,Rajasthan,Beauty,1,High-Value Customers
CUST0362,49.0,Male,75147.0,22,25638.58,1165.39,96,22,Maharashtra,Groceries,0,Occasional Customers
CUST0363,64.0,Male,111396.0,23,34342.68,1493.16,176,23,Rajasthan,Groceries,0,Occasional Customers
CUST0364,39.0,Male,69666.0,3,4081.92,1360.64,20,3,Rajasthan,Groceries,0,Occasional Customers
CUST0365,40.0,Male,102368.0,42,9958.2,237.1,39,42,Karnataka,Beauty,1,High-Value Customers
CUST0366,19.0,Male,58787.0,34,34973.76,1028.64,60,34,Karnataka,Electronics,1,High-Value Customers
CUST0367,44.0,Male,133767.0,32,47543.36,1485.73,66,32,Maharashtra,Home,1,High-Value Customers
CUST0368,59.0,Male,82946.0,45,60797.7,1351.06,65,45,Delhi,Sports,1,High-Value Customers
CUST0369,19.0,Female,41727.0,49,108848.6,2221.4,179,49,Gujarat,Groceries,1,High-Value Customers
CUST0370,43.0,Male,128351.0,21,26826.45,1277.45,124,21,Karnataka,Beauty,0,Occasional Customers
CUST0371,34.0,Male,115081.0,46,72231.5,1570.25,164,46,Gujarat,Electronics,1,High-Value Customers
CUST0372,57.0,Female,142721.0,44,61727.6,1402.9,152,44,Tamil Nadu,Home,1,High-Value Customers
CUST0373,50.0,Male,130058.0,21,47748.75,2273.75,155,21,Maharashtra,Beauty,0,Occasional Customers
CUST0374,26.0,Female,88056.0,44,115118.08,2616.32,130,44,Delhi,Sports,1,High-Value Customers
CUST0375,60.0,Female,23081.0,11,18582.19,1689.29,159,11,Tamil Nadu,Sports,0,Occasional Customers
CUST0376,56.0,Male,54196.0,39,94005.99,2410.41,57,39,Tamil Nadu,Home,1,High-Value Customers
CUST0377,46.0,Male,56735.0,4,4124.0,1031.0,78,4,Rajasthan,Groceries,0,Occasional Customers
CUST0378,59.0,Female,124749.0,1,1715.83,1715.83,29,1,Tamil Nadu,Sports,0,Occasional Customers
CUST0379,43.0,Female,100102.0,28,32665.92,1166.64,15,28,Maharashtra,Electronics,0,Occasional Customers
CUST0380,52.0,Male,99578.0,24,32634.24,1359.76,12,24,Karnataka,Beauty,0,Occasional Customers
CUST0381,42.0,Female,45498.0,35,78776.6,2250.76,101,35,Maharashtra,Electronics,1,High-Value Customers
CUST0382,41.0,Male,96865.0,13,34692.45,2668.65,156,13,Karnataka,Groceries,0,Occasional Customers
CUST0383,30.0,Female,51656.0,47,25388.93,540.19,84,47,Tamil Nadu,Electronics,1,High-Value Customers
CUST0384,24.0,Male,87695.0,34,67217.66,1976.99,125,34,Tamil Nadu,Electronics,1,High-Value Customers
CUST0385,53.0,Female,57900.0,11,20130.0,1830.0,103,11,Delhi,Fashion,0,Occasional Customers
CUST0386,62.0,Female,148392.0,36,19136.16,531.56,24,36,Karnataka,Electronics,1,High-Value Customers
CUST0387,37.0,Female,137235.0,17,13486.1,793.3,149,17,Tamil Nadu,Home,0,Occasional Customers
CUST0388,18.0,Male,104899.0,35,37478.35,1070.81,138,35,Rajasthan,Beauty,1,High-Value Customers
CUST0389,25.0,Male,67701.0,18,12013.38,667.41,110,18,Gujarat,Fashion,0,Occasional Customers
CUST0390,63.0,Male,128777.0,40,35297.6,882.44,78,40,Delhi,Beauty,1,High-Value Customers
CUST0391,33.0,Male,39033.0,22,20884.16,949.28,101,22,Maharashtra,Beauty,0,Occasional Customers
CUST0392,31.0,Male,143193.0,24,27357.36,1139.89,146,24,Delhi,Groceries,0,Occasional Customers
CUST0393,29.0,Female,30805.0,19,43667.51,2298.29,142,19,Gujarat,Groceries,0,Occasional Customers
CUST0394,40.0,Male,55851.0,37,66649.95,1801.35,162,37,Karnataka,Fashion,1,High-Value Customers
CUST0395,32.0,Male,46832.0,39,115498.11,2961.49,128,39,Maharashtra,Sports,1,High-Value Customers
CUST0396,45.0,Female,83437.0,21,28586.46,1361.26,58,21,Maharashtra,Groceries,0,Occasional Customers
CUST0397,51.0,Female,135725.0,8,18486.56,2310.82,76,8,Karnataka,Groceries,0,Occasional Customers
CUST0398,19.0,Female,33944.0,28,73923.08,2640.11,150,28,Delhi,Groceries,1,High-Value Customers
CUST0399,49.0,Female,39873.0,5,10505.7,2101.14,36,5,Tamil Nadu,Beauty,0,Occasional Customers
CUST0400,40.0,Male,60372.0,17,23004.74,1353.22,173,17,Delhi,Fashion,0,Occasional Customers
CUST0401,39.0,Male,109464.0,37,85472.22,2310.06,164,37,Gujarat,Beauty,1,High-Value Customers
CUST0402,42.0,Female,35379.0,36,27729.72,770.27,22,36,Rajasthan,Home,1,High-Value Customers
CUST0403,39.0,Female,137322.0,19,21225.85,1117.15,127,19,Tamil Nadu,Beauty,0,Occasional Customers
CUST0404,39.0,Male,56751.0,27,46729.44,1730.72,80,27,Delhi,Home,0,Occasional Customers
CUST0405,59.0,Female,120082.0,34,61579.1,1811.15,100,34,Rajasthan,Electronics,1,High-Value Customers
CUST0406,23.0,Male,109822.0,11,2882.0,262.0,96,11,Rajasthan,Electronics,0,Occasional Customers
CUST0407,32.0,Male,25110.0,45,128084.4,2846.32,161,45,Karnataka,Home,1,High-Value Customers
CUST0408,60.0,Female,74341.0,47,101076.32,2150.56,173,47,Gujarat,Home,1,High-Value Customers
CUST0409,54.0,Female,32087.0,12,19055.64,1587.97,164,12,Gujarat,Beauty,0,Occasional Customers
CUST0410,50.0,Female,43762.0,21,59067.96,2812.76,148,21,Gujarat,Home,0,Occasional Customers
CUST0411,25.0,Male,135812.0,11,15724.17,1429.47,18,11,Tamil Nadu,Fashion,0,Occasional Customers
CUST0412,61.0,Female,102617.0,39,114863.58,2945.22,38,39,Maharashtra,Electronics,1,High-Value Customers
CUST0413,61.0,Male,120483.0,28,45763.2,1634.4,151,28,Tamil Nadu,Electronics,1,High-Value Customers
CUST0414,22.0,Male,29596.0,5,2600.0,520.0,109,5,Delhi,Sports,0,Occasional Customers
CUST0415,56.0,Female,123555.0,17,39804.48,2341.44,123,17,Rajasthan,Home,0,Occasional Customers
CUST0416,21.0,Female,127539.0,20,42018.2,2100.91,144,20,Rajasthan,Groceries,0,Occasional Customers
CUST0417,23.0,Female,38313.0,41,96938.76,2364.36,149,41,Maharashtra,Groceries,1,High-Value Customers
CUST0418,62.0,Female,133175.0,46,131745.84,2864.04,104,46,Delhi,Home,1,High-Value Customers
CUST0419,49.0,Female,86549.0,12,28490.04,2374.17,140,12,Maharashtra,Fashion,0,Occasional Customers
CUST0420,47.0,Female,134914.0,6,11470.44,1911.74,144,6,Rajasthan,Groceries,0,Occasional Customers
CUST0421,64.0,Male,43705.0,17,44207.82,2600.46,81,17,Tamil Nadu,Sports,0,Occasional Customers
CUST0422,52.0,Male,87364.0,19,39616.71,2085.09,87,19,Gujarat,Home,0,Occasional Customers
CUST0423,57.0,Male,93445.0,26,34910.98,1342.73,142,26,Rajasthan,Fashion,0,Occasional Customers
CUST0424,33.0,Male,123892.0,48,128627.52,2679.74,61,48,Karnataka,Fashion,1,High-Value Customers
CUST0425,30.0,Female,98645.0,44,36138.08,821.32,46,44,Gujarat,Beauty,1,High-Value Customers
CUST0426,59.0,Male,22023.0,44,96844.0,2201.0,32,44,Rajasthan,Fashion,1,High-Value Customers
CUST0427,47.0,Male,139654.0,32,85388.16,2668.38,15,32,Tamil Nadu,Groceries,1,High-Value Customers
CUST0428,36.0,Male,79796.0,6,13486.14,2247.69,44,6,Maharashtra,Groceries,0,Occasional Customers
CUST0429,34.0,Female,100073.0,36,77485.32,2152.37,145,36,Gujarat,Home,1,High-Value Customers
CUST0430,36.0,Male,112197.0,38,87680.82,2307.39,169,38,Tamil Nadu,Home,1,High-Value Customers
CUST0431,45.0,Female,84429.0,11,16523.65,1502.15,54,11,Delhi,Fashion,0,Occasional Customers
CUST0432,43.0,Male,124195.0,33,87373.44,2647.68,44,33,Karnataka,Sports,1,High-Value Customers
CUST0433,54.0,Male,81627.0,24,18470.88,769.62,98,24,Gujarat,Electronics,0,Occasional Customers
CUST0434,43.0,Female,53848.0,23,12803.64,556.68,5,23,Maharashtra,Beauty,0,Occasional Customers
CUST0435,40.0,Female,57804.0,15,14991.3,999.42,109,15,Delhi,Electronics,0,Occasional Customers
CUST0436,26.0,Male,35379.0,27,45587.34,1688.42,27,27,Tamil Nadu,Fashion,0,Occasional Customers
CUST0437,29.0,Female,79664.0,11,17925.27,1629.57,116,11,Karnataka,Fashion,0,Occasional Customers
CUST0438,18.0,Female,47766.0,50,124884.0,2497.68,87,50,Maharashtra,Electronics,1,High-Value Customers
CUST0439,18.0,Male,129126.0,17,22657.43,1332.79,104,17,Tamil Nadu,Beauty,0,Occasional Customers
CUST0440,64.0,Female,88099.0,14,21786.24,1556.16,123,14,Tamil Nadu,Electronics,0,Occasional Customers
CUST0441,51.0,Female,56060.0,27,6410.61,237.43,79,27,Gujarat,Home,0,Occasional Customers
CUST0442,49.0,Female,114733.0,18,24250.86,1347.27,43,18,Gujarat,Groceries,0,Occasional Customers
CUST0443,42.0,Female,89122.0,28,56385.56,2013.77,97,28,Maharashtra,Sports,1,High-Value Customers
CUST0444,57.0,Female,36087.0,47,11440.74,243.42,31,47,Rajasthan,Home,1,High-Value Customers
CUST0445,62.0,Female,68868.0,47,46364.09,986.47,99,47,Rajasthan,Groceries,1,High-Value Customers
CUST0446,18.0,Female,139119.0,4,3129.12,782.28,17,4,Tamil Nadu,Sports,0,Occasional Customers
CUST0447,33.0,Female,43225.0,7,2222.92,317.56,83,7,Gujarat,Sports,0,Occasional Customers
CUST0448,56.0,Female,115286.0,45,69386.85,1541.93,110,45,Karnataka,Sports,1,High-Value Customers
CUST0449,22.0,Female,26643.0,35,24809.05,708.83,32,35,Karnataka,Fashion,1,High-Value Customers
CUST0450,39.0,Female,113059.0,48,109470.24,2280.63,168,48,Tamil Nadu,Sports,1,High-Value Customers
CUST0451,46.0,Male,56727.0,9,23167.8,2574.2,141,9,Gujarat,Beauty,0,Occasional Customers
CUST0452,20.0,Female,31005.0,8,13821.12,1727.64,35,8,Maharashtra,Electronics,0,Occasional Customers
CUST0453,29.0,Female,129079.0,45,132695.1,2948.78,133,45,Maharashtra,Beauty,1,High-Value Customers
CUST0454,43.0,Male,85697.0,17,24842.78,1461.34,29,17,Maharashtra,Electronics,0,Occasional Customers
CUST0455,33.0,Female,36029.0,17,27836.31,1637.43,70,17,Karnataka,Home,0,Occasional Customers
CUST0456,54.0,Male,135281.0,49,145520.69,2969.81,153,49,Gujarat,Home,1,High-Value Customers
CUST0457,39.0,Male,80574.0,33,27995.22,848.34,95,33,Gujarat,Electronics,1,High-Value Customers
CUST0458,46.0,Female,83646.0,32,90852.16,2839.13,22,32,Karnataka,Beauty,1,High-Value Customers
CUST0459,31.0,Male,80603.0,8,2559.6,319.95,173,8,Maharashtra,Electronics,0,Occasional Customers
CUST0460,45.0,Female,48731.0,19,27547.72,1449.88,69,19,Maharashtra,Sports,0,Occasional Customers
CUST0461,22.0,Female,129458.0,38,15048.38,396.01,89,38,Tamil Nadu,Fashion,1,High-Value Customers
CUST0462,64.0,Male,130384.0,3,6725.58,2241.86,72,3,Rajasthan,Home,0,Occasional Customers
CUST0463,47.0,Male,88926.0,5,9517.75,1903.55,129,5,Delhi,Fashion,0,Occasional Customers
CUST0464,63.0,Male,25997.0,13,28321.54,2178.58,172,13,Rajasthan,Sports,0,Occasional Customers
CUST0465,22.0,Female,75506.0,47,58681.85,1248.55,87,47,Gujarat,Sports,1,High-Value Customers
CUST0466,29.0,Female,98229.0,46,56789.3,1234.55,96,46,Gujarat,Home,1,High-Value Customers
CUST0467,33.0,Female,69815.0,31,10133.59,326.89,75,31,Gujarat,Home,0,Occasional Customers
CUST0468,43.0,Male,62092.0,16,18877.6,1179.85,167,16,Rajasthan,Sports,0,Occasional Customers
CUST0469,43.0,Female,82539.0,50,140100.5,2802.01,54,50,Delhi,Groceries,1,High-Value Customers
CUST0470,38.0,Female,86077.0,32,40378.56,1261.83,88,32,Tamil Nadu,Fashion,1,High-Value Customers
CUST0471,56.0,Female,41817.0,22,55612.26,2527.83,157,22,Rajasthan,Fashion,0,Occasional Customers
CUST0472,53.0,Male,57861.0,29,74196.79,2558.51,54,29,Delhi,Groceries,1,High-Value Customers
CUST0473,50.0,Female,33428.0,22,27391.76,1245.08,16,22,Maharashtra,Beauty,0,Occasional Customers
CUST0474,47.0,Female,63934.0,43,84691.51,1969.57,99,43,Maharashtra,Fashion,1,High-Value Customers
CUST0475,54.0,Female,135555.0,3,1401.12,467.04,20,3,Gujarat,Electronics,0,Occasional Customers
CUST0476,40.0,Male,134367.0,10,4903.0,490.3,46,10,Karnataka,Sports,0,Occasional Customers
CUST0477,27.0,Female,30258.0,42,14122.08,336.24,127,42,Gujarat,Sports,1,High-Value Customers
CUST0478,22.0,Female,77775.0,21,38363.64,1826.84,58,21,Karnataka,Groceries,0,Occasional Customers
CUST0479,53.0,Male,101580.0,16,22288.0,1393.0,111,16,Delhi,Fashion,0,Occasional Customers
CUST0480,51.0,Female,114947.0,12,20813.88,1734.49,129,12,Maharashtra,Beauty,0,Occasional Customers
CUST0481,48.0,Female,25469.0,2,3318.0,1659.0,81,2,Rajasthan,Fashion,0,Occasional Customers
CUST0482,27.0,Male,48854.0,41,48403.37,1180.57,157,41,Karnataka,Sports,1,High-Value Customers
CUST0483,36.0,Male,26256.0,24,50326.32,2096.93,84,24,Delhi,Home,0,Occasional Customers
CUST0484,49.0,Female,144086.0,35,81333.35,2323.81,70,35,Maharashtra,Electronics,1,High-Value Customers
CUST0485,18.0,Male,96256.0,30,7228.8,240.96,8,30,Rajasthan,Groceries,0,Occasional Customers
CUST0486,22.0,Female,53937.0,30,23408.4,780.28,29,30,Karnataka,Home,0,Occasional Customers
CUST0487,62.0,Male,119134.0,47,103261.82,2197.06,112,47,Gujarat,Beauty,1,High-Value Customers
CUST0488,21.0,Female,21651.0,35,44888.9,1282.54,179,35,Gujarat,Home,1,High-Value Customers
CUST0489,33.0,Male,70288.0,19,39044.24,2054.96,161,19,Gujarat,Home,0,Occasional Customers
CUST0490,41.0,Female,104730.0,50,58575.0,1171.5,131,50,Delhi,Beauty,1,High-Value Customers
CUST0491,33.0,Female,45051.0,8,10352.88,1294.11,163,8,Gujarat,Home,0,Occasional Customers
CUST0492,19.0,Female,47386.0,26,16751.8,644.3,108,26,Tamil Nadu,Groceries,0,Occasional Customers
CUST0493,45.0,Female,95054.0,49,45229.45,923.05,109,49,Maharashtra,Sports,1,High-Value Customers
CUST0494,49.0,Male,131562.0,40,75806.0,1895.15,20,40,Delhi,Fashion,1,High-Value Customers
CUST0495,44.0,Female,36184.0,7,9890.02,1412.86,73,7,Rajasthan,Home,0,Occasional Customers
CUST0496,37.0,Male,53787.0,30,71041.5,2368.05,167,30,Gujarat,Groceries,1,High-Value Customers
CUST0497,41.0,Male,41621.0,7,18110.68,2587.24,4,7,Maharashtra,Fashion,0,Occasional Customers
CUST0498,29.0,Male,95564.0,3,5149.83,1716.61,19,3,Karnataka,Fashion,0,Occasional Customers
CUST0499,52.0,Male,97984.0,1,2323.15,2323.15,102,1,Gujarat,Home,0,Occasional Customers
CUST0500,50.0,Female,79792.0,36,38135.88,1059.33,173,36,Maharashtra,Groceries,1,High-Value Customers
CUST0501,50.0,Female,65253.0,25,34048.0,1361.92,171,25,Tamil Nadu,Sports,0,Occasional Customers
CUST0502,60.0,Male,54051.0,37,81243.86,2195.78,141,37,Karnataka,Home,1,High-Value Customers
CUST0503,54.0,Male,69811.0,1,1281.39,1281.39,141,1,Tamil Nadu,Beauty,0,Occasional Customers
CUST0504,29.0,Female,50447.0,15,27717.15,1847.81,86,15,Rajasthan,Fashion,0,Occasional Customers
CUST0505,20.0,Male,148046.0,37,26604.48,719.04,52,37,Maharashtra,Home,1,High-Value Customers
